Time(s)	C2H6	CH3J	C2H5J	CH4	HJ	C2H4	H2	C3H7J	C2H3J	C2H2	C4H7J	C4H7J	C4H6	
 0.14999E-03     0.15896E-05     0.38444E-09     0.28271E-08     0.19000E-06     0.78139E-09     0.30399E-05     0.37902E-05     0.27449E-12     0.24753E-09     0.39711E-06     0.54154E-11     0.85212E-10     0.16495E-07    
 0.15072E-03     0.15821E-05     0.38330E-09     0.28202E-08     0.19038E-06     0.77942E-09     0.30412E-05     0.37945E-05     0.27379E-12     0.24772E-09     0.39860E-06     0.54222E-11     0.85387E-10     0.16580E-07    
 0.15145E-03     0.15746E-05     0.38218E-09     0.28134E-08     0.19076E-06     0.77746E-09     0.30424E-05     0.37988E-05     0.27309E-12     0.24789E-09     0.40009E-06     0.54289E-11     0.85560E-10     0.16664E-07    
 0.15217E-03     0.15672E-05     0.38106E-09     0.28066E-08     0.19113E-06     0.77552E-09     0.30436E-05     0.38030E-05     0.27241E-12     0.24807E-09     0.40157E-06     0.54356E-11     0.85731E-10     0.16748E-07    
 0.15290E-03     0.15599E-05     0.37996E-09     0.27999E-08     0.19151E-06     0.77359E-09     0.30448E-05     0.38072E-05     0.27172E-12     0.24824E-09     0.40305E-06     0.54421E-11     0.85901E-10     0.16833E-07    
 0.15363E-03     0.15526E-05     0.37887E-09     0.27931E-08     0.19188E-06     0.77167E-09     0.30459E-05     0.38114E-05     0.27104E-12     0.24841E-09     0.40453E-06     0.54485E-11     0.86069E-10     0.16916E-07    
 0.15436E-03     0.15454E-05     0.37778E-09     0.27864E-08     0.19225E-06     0.76977E-09     0.30471E-05     0.38156E-05     0.27037E-12     0.24858E-09     0.40600E-06     0.54549E-11     0.86235E-10     0.17000E-07    
 0.15509E-03     0.15383E-05     0.37671E-09     0.27798E-08     0.19262E-06     0.76787E-09     0.30482E-05     0.38197E-05     0.26970E-12     0.24875E-09     0.40747E-06     0.54611E-11     0.86399E-10     0.17083E-07    
 0.15581E-03     0.15312E-05     0.37564E-09     0.27731E-08     0.19298E-06     0.76599E-09     0.30493E-05     0.38238E-05     0.26904E-12     0.24891E-09     0.40894E-06     0.54673E-11     0.86562E-10     0.17167E-07    
 0.15654E-03     0.15241E-05     0.37459E-09     0.27665E-08     0.19335E-06     0.76411E-09     0.30504E-05     0.38279E-05     0.26838E-12     0.24908E-09     0.41040E-06     0.54733E-11     0.86723E-10     0.17250E-07    
 0.15727E-03     0.15171E-05     0.37355E-09     0.27599E-08     0.19371E-06     0.76225E-09     0.30514E-05     0.38319E-05     0.26772E-12     0.24923E-09     0.41185E-06     0.54793E-11     0.86882E-10     0.17332E-07    
 0.15800E-03     0.15102E-05     0.37251E-09     0.27533E-08     0.19407E-06     0.76040E-09     0.30525E-05     0.38359E-05     0.26707E-12     0.24939E-09     0.41331E-06     0.54852E-11     0.87039E-10     0.17415E-07    
 0.15873E-03     0.15033E-05     0.37149E-09     0.27468E-08     0.19443E-06     0.75857E-09     0.30535E-05     0.38399E-05     0.26642E-12     0.24955E-09     0.41475E-06     0.54910E-11     0.87195E-10     0.17497E-07    
 0.15945E-03     0.14965E-05     0.37047E-09     0.27403E-08     0.19479E-06     0.75674E-09     0.30545E-05     0.38438E-05     0.26578E-12     0.24970E-09     0.41620E-06     0.54968E-11     0.87350E-10     0.17579E-07    
 0.16011E-03     0.14904E-05     0.36956E-09     0.27345E-08     0.19511E-06     0.75510E-09     0.30554E-05     0.38474E-05     0.26521E-12     0.24984E-09     0.41750E-06     0.55018E-11     0.87487E-10     0.17653E-07    
 0.16076E-03     0.14843E-05     0.36866E-09     0.27287E-08     0.19543E-06     0.75348E-09     0.30562E-05     0.38509E-05     0.26464E-12     0.24997E-09     0.41879E-06     0.55069E-11     0.87623E-10     0.17726E-07    
 0.16142E-03     0.14783E-05     0.36777E-09     0.27229E-08     0.19575E-06     0.75186E-09     0.30571E-05     0.38544E-05     0.26407E-12     0.25010E-09     0.42008E-06     0.55118E-11     0.87758E-10     0.17800E-07    
 0.16207E-03     0.14724E-05     0.36689E-09     0.27171E-08     0.19607E-06     0.75025E-09     0.30579E-05     0.38578E-05     0.26351E-12     0.25023E-09     0.42137E-06     0.55167E-11     0.87892E-10     0.17873E-07    
 0.16273E-03     0.14664E-05     0.36601E-09     0.27114E-08     0.19638E-06     0.74865E-09     0.30587E-05     0.38613E-05     0.26295E-12     0.25036E-09     0.42265E-06     0.55215E-11     0.88024E-10     0.17946E-07    
 0.16338E-03     0.14605E-05     0.36514E-09     0.27057E-08     0.19670E-06     0.74706E-09     0.30596E-05     0.38647E-05     0.26239E-12     0.25049E-09     0.42394E-06     0.55263E-11     0.88155E-10     0.18018E-07    
 0.16469E-03     0.14489E-05     0.36342E-09     0.26943E-08     0.19732E-06     0.74390E-09     0.30611E-05     0.38715E-05     0.26128E-12     0.25074E-09     0.42649E-06     0.55356E-11     0.88414E-10     0.18163E-07    
 0.16600E-03     0.14374E-05     0.36172E-09     0.26830E-08     0.19794E-06     0.74077E-09     0.30626E-05     0.38782E-05     0.26019E-12     0.25098E-09     0.42903E-06     0.55447E-11     0.88667E-10     0.18308E-07    
 0.16862E-03     0.14148E-05     0.35841E-09     0.26607E-08     0.19917E-06     0.73461E-09     0.30655E-05     0.38914E-05     0.25805E-12     0.25145E-09     0.43408E-06     0.55621E-11     0.89160E-10     0.18594E-07    
 0.17124E-03     0.13928E-05     0.35520E-09     0.26387E-08     0.20037E-06     0.72858E-09     0.30681E-05     0.39043E-05     0.25596E-12     0.25189E-09     0.43908E-06     0.55785E-11     0.89634E-10     0.18877E-07    
 0.17386E-03     0.13715E-05     0.35208E-09     0.26171E-08     0.20156E-06     0.72266E-09     0.30705E-05     0.39168E-05     0.25391E-12     0.25231E-09     0.44403E-06     0.55941E-11     0.90089E-10     0.19158E-07    
 0.17648E-03     0.13506E-05     0.34905E-09     0.25958E-08     0.20272E-06     0.71687E-09     0.30727E-05     0.39291E-05     0.25191E-12     0.25270E-09     0.44894E-06     0.56087E-11     0.90527E-10     0.19436E-07    
 0.17910E-03     0.13303E-05     0.34612E-09     0.25748E-08     0.20387E-06     0.71118E-09     0.30748E-05     0.39411E-05     0.24996E-12     0.25307E-09     0.45381E-06     0.56225E-11     0.90948E-10     0.19711E-07    
 0.18172E-03     0.13105E-05     0.34326E-09     0.25541E-08     0.20500E-06     0.70561E-09     0.30766E-05     0.39529E-05     0.24805E-12     0.25343E-09     0.45863E-06     0.56355E-11     0.91352E-10     0.19983E-07    
 0.18434E-03     0.12912E-05     0.34049E-09     0.25337E-08     0.20612E-06     0.70014E-09     0.30783E-05     0.39644E-05     0.24618E-12     0.25376E-09     0.46340E-06     0.56477E-11     0.91740E-10     0.20253E-07    
 0.18696E-03     0.12724E-05     0.33779E-09     0.25136E-08     0.20722E-06     0.69477E-09     0.30799E-05     0.39756E-05     0.24435E-12     0.25407E-09     0.46814E-06     0.56591E-11     0.92112E-10     0.20519E-07    
 0.18958E-03     0.12540E-05     0.33516E-09     0.24938E-08     0.20830E-06     0.68950E-09     0.30812E-05     0.39866E-05     0.24256E-12     0.25436E-09     0.47283E-06     0.56698E-11     0.92469E-10     0.20783E-07    
 0.19220E-03     0.12361E-05     0.33261E-09     0.24743E-08     0.20937E-06     0.68433E-09     0.30824E-05     0.39974E-05     0.24080E-12     0.25464E-09     0.47748E-06     0.56798E-11     0.92811E-10     0.21045E-07    
 0.19482E-03     0.12186E-05     0.33012E-09     0.24551E-08     0.21042E-06     0.67925E-09     0.30835E-05     0.40079E-05     0.23909E-12     0.25490E-09     0.48209E-06     0.56892E-11     0.93140E-10     0.21304E-07    
 0.19744E-03     0.12015E-05     0.32770E-09     0.24362E-08     0.21145E-06     0.67426E-09     0.30844E-05     0.40182E-05     0.23740E-12     0.25514E-09     0.48666E-06     0.56978E-11     0.93454E-10     0.21560E-07    
 0.20006E-03     0.11848E-05     0.32534E-09     0.24175E-08     0.21247E-06     0.66936E-09     0.30853E-05     0.40283E-05     0.23576E-12     0.25536E-09     0.49119E-06     0.57058E-11     0.93755E-10     0.21813E-07    
 0.20268E-03     0.11685E-05     0.32304E-09     0.23991E-08     0.21348E-06     0.66455E-09     0.30859E-05     0.40382E-05     0.23414E-12     0.25557E-09     0.49568E-06     0.57132E-11     0.94043E-10     0.22064E-07    
 0.20530E-03     0.11525E-05     0.32080E-09     0.23809E-08     0.21447E-06     0.65982E-09     0.30865E-05     0.40480E-05     0.23256E-12     0.25576E-09     0.50014E-06     0.57200E-11     0.94318E-10     0.22312E-07    
 0.20792E-03     0.11370E-05     0.31861E-09     0.23630E-08     0.21545E-06     0.65516E-09     0.30869E-05     0.40575E-05     0.23101E-12     0.25594E-09     0.50455E-06     0.57263E-11     0.94581E-10     0.22558E-07    
